0.02	0.33
0.04	0.33
0.07	0.31
0.09	0.32
0.12	0.33
0.14	0.34
0.17	0.34
0.19	0.34
0.21	0.34
0.24	0.37
0.26	0.36
0.29	0.35
0.31	0.34
0.34	0.33
0.36	0.32
0.39	0.33
0.41	0.32
0.43	0.31
0.46	0.31
0.48	0.3
0.51	0.33
0.53	0.33
0.56	0.33
0.58	0.33
0.61	0.33
0.63	0.34
0.65	0.34
0.68	0.33
0.7	0.33
0.73	0.32
0.75	0.31
0.78	0.31
0.8	0.3
0.83	0.29
0.85	0.31
0.87	0.31
0.9	0.31
0.92	0.32
0.95	0.32
0.97	0.35
1	0.35
1.02	0.33
1.05	0.34
1.07	0.32
1.09	0.33
1.12	0.32
1.14	0.31
1.17	0.31
1.19	0.31
1.22	0.3
1.24	0.33
1.26	0.32
1.29	0.32
1.31	0.32
1.34	0.32
1.36	0.33
1.39	0.33
1.41	0.31
1.44	0.32
1.46	0.32
1.48	0.31
1.51	0.32
1.53	0.32
1.56	0.32
1.58	0.34
1.61	0.33
1.63	0.33
1.66	0.33
1.68	0.33
1.7	0.34
1.73	0.35
1.75	0.33
1.78	0.34
1.8	0.33
1.83	0.33
1.85	0.33
1.88	0.32
1.9	0.32
1.92	0.32
1.95	0.31
1.97	0.33
2	0.33
2.02	0.33
2.05	0.33
2.07	0.33
2.1	0.34
2.12	0.35
2.14	0.34
2.17	0.34
2.19	0.34
2.22	0.34
2.24	0.34
2.27	0.34
2.29	0.33
2.31	0.34
2.34	0.34
2.36	0.35
2.39	0.35
2.41	0.35
2.44	0.36
2.46	0.36
2.49	0.35
2.51	0.35
2.53	0.33
2.56	0.32
2.58	0.33
2.61	0.31
2.63	0.32
2.66	0.31
2.68	0.31
2.71	0.34
2.73	0.34
2.75	0.33
2.78	0.33
2.8	0.32
2.83	0.33
2.85	0.34
2.88	0.33
2.9	0.33
2.93	0.33
2.95	0.32
2.97	0.33
3	0.33
3.02	0.33
3.05	0.33
3.07	0.32
3.1	0.32
3.12	0.33
3.15	0.32
3.17	0.33
3.19	0.32
3.22	0.32
3.24	0.33
3.27	0.31
3.29	0.31
3.32	0.32
3.34	0.3
3.36	0.31
3.39	0.29
3.41	0.29
3.44	0.31
3.46	0.31
3.49	0.31
3.51	0.32
3.54	0.31
3.56	0.33
3.58	0.33
3.61	0.33
3.63	0.33
3.66	0.32
3.68	0.32
3.71	0.33
3.73	0.32
3.76	0.32
3.78	0.32
3.8	0.33
3.83	0.33
3.85	0.33
3.88	0.32
3.9	0.35
3.93	0.35
3.95	0.35
3.98	0.35
4	0.32
4.02	0.32
4.05	0.32
4.07	0.3
4.1	0.3
4.12	0.29
4.15	0.29
4.17	0.33
4.2	0.32
4.22	0.32
4.24	0.32
4.27	0.32
4.29	0.33
4.32	0.33
4.34	0.32
4.37	0.32
4.39	0.31
4.42	0.31
4.44	0.31
4.46	0.32
4.49	0.31
4.51	0.32
4.54	0.32
4.56	0.33
4.59	0.33
4.61	0.32
4.63	0.35
4.66	0.35
4.68	0.34
4.71	0.35
4.73	0.32
4.76	0.33
4.78	0.33
4.81	0.31
4.83	0.32
4.85	0.31
4.88	0.3
4.9	0.35
4.93	0.34
4.95	0.35
4.98	0.34
5	0.34
5.03	0.34
5.05	0.35
5.07	0.33
5.1	0.33
5.12	0.32
5.15	0.33
5.17	0.34
5.2	0.34
5.22	0.33
5.25	0.34
5.27	0.33
5.29	0.34
5.32	0.34
5.34	0.33
5.37	0.36
5.39	0.36
5.42	0.36
5.44	0.37
5.47	0.35
5.49	0.34
5.51	0.34
5.54	0.32
5.56	0.32
5.59	0.31
5.61	0.31
5.64	0.34
5.66	0.35
5.68	0.35
5.71	0.36
5.73	0.35
5.76	0.37
5.78	0.36
5.81	0.34
5.83	0.34
5.86	0.33
5.88	0.34
5.9	0.36
5.93	0.35
5.95	0.36
5.98	0.36
6	0.36
6.03	0.37
6.05	0.37
6.08	0.35
6.1	0.37
6.12	0.37
6.15	0.37
6.17	0.37
6.2	0.36
6.22	0.35
6.25	0.36
6.27	0.34
6.3	0.35
6.32	0.34
6.34	0.35
6.37	0.39
6.39	0.4
6.42	0.39
6.44	0.4
6.47	0.39
6.49	0.42
6.52	0.41
6.54	0.4
6.56	0.39
6.59	0.4
6.61	0.39
6.64	0.41
6.66	0.4
6.69	0.41
6.71	0.41
6.73	0.41
6.76	0.42
6.78	0.43
6.81	0.42
6.83	0.45
6.86	0.46
6.88	0.47
6.91	0.47
6.93	0.47
6.95	0.47
6.98	0.47
7	0.44
7.03	0.45
7.05	0.43
7.08	0.44
7.1	0.46
7.13	0.46
7.15	0.47
7.17	0.48
7.2	0.48
7.22	0.5
7.25	0.5
7.27	0.48
7.3	0.49
7.32	0.48
7.35	0.47
7.37	0.49
7.39	0.49
7.42	0.5
7.44	0.51
7.47	0.51
7.49	0.53
7.52	0.53
7.54	0.53
7.57	0.53
7.59	0.53
7.61	0.52
7.64	0.54
7.66	0.54
7.69	0.55
7.71	0.55
7.74	0.55
7.76	0.57
7.78	0.56
7.81	0.56
7.83	0.6
7.86	0.59
7.88	0.6
7.91	0.6
7.93	0.6
7.96	0.62
7.98	0.63
8	0.61
8.03	0.63
8.05	0.62
8.08	0.63
8.1	0.63
8.13	0.65
8.15	0.65
8.18	0.66
8.2	0.65
8.22	0.68
8.25	0.68
8.27	0.68
8.3	0.68
8.32	0.68
8.35	0.68
8.37	0.69
8.4	0.68
8.42	0.69
8.44	0.69
8.47	0.69
8.49	0.7
8.52	0.7
8.54	0.69
8.57	0.72
8.59	0.71
8.62	0.72
8.64	0.73
8.66	0.73
8.69	0.75
8.71	0.75
8.74	0.74
8.76	0.75
8.79	0.73
8.81	0.73
8.84	0.75
8.86	0.75
8.88	0.75
8.91	0.75
8.93	0.76
8.96	0.78
8.98	0.79
9.01	0.77
9.03	0.78
9.05	0.76
9.08	0.77
9.1	0.77
9.13	0.77
9.15	0.75
9.18	0.76
9.2	0.76
9.23	0.79
9.25	0.76
9.27	0.77
9.3	0.78
9.32	0.79
9.35	0.78
9.37	0.79
9.4	0.78
9.42	0.82
9.45	0.81
9.47	0.8
9.49	0.8
9.52	0.8
9.54	0.8
9.57	0.82
9.59	0.82
9.62	0.84
9.64	0.84
9.67	0.84
9.69	0.86
9.71	0.87
9.74	0.84
9.76	0.85
9.79	0.84
9.81	0.85
9.84	0.85
9.86	0.84
9.89	0.85
9.91	0.85
9.93	0.85
9.96	0.86
9.98	0.84
10.01	0.84
10.03	0.84
10.06	0.85
10.08	0.85
10.1	0.85
10.13	0.84
10.15	0.87
10.18	0.88
10.2	0.88
10.23	0.88
10.25	0.87
10.28	0.87
10.3	0.9
10.32	0.89
10.35	0.89
10.37	0.9
10.4	0.9
10.42	0.92
10.45	0.92
10.47	0.91
10.5	0.92
10.52	0.92
10.54	0.92
10.57	0.93
10.59	0.92
10.62	0.93
10.64	0.94
10.67	0.94
10.69	0.95
10.72	0.95
10.74	0.95
10.76	0.97
10.79	0.97
10.81	0.98
10.84	0.97
10.86	0.97
10.89	0.98
10.91	1
10.94	0.99
10.96	1.01
10.98	0.99
11.01	1.01
11.03	1.02
11.06	1.05
11.08	1.04
11.11	1.06
11.13	1.06
11.15	1.11
11.18	1.11
11.2	1.1
11.23	1.1
11.25	1.12
11.28	1.12
11.3	1.14
11.33	1.13
11.35	1.16
11.37	1.17
11.4	1.18
11.42	1.21
11.45	1.23
11.47	1.24
11.5	1.25
11.52	1.26
11.55	1.27
11.57	1.28
11.59	1.29
11.62	1.3
11.64	1.32
11.67	1.33
11.69	1.35
11.72	1.36
11.74	1.38
11.77	1.41
11.79	1.43
11.81	1.46
11.84	1.48
11.86	1.49
11.89	1.53
11.91	1.54
11.94	1.52
11.96	1.54
11.99	1.54
12.01	1.56
12.03	1.58
12.06	1.59
12.08	1.61
12.11	1.63
12.13	1.64
12.16	1.67
12.18	1.68
12.21	1.69
12.23	1.71
12.25	1.72
12.28	1.73
12.3	1.75
12.33	1.75
12.35	1.78
12.38	1.79
12.4	1.81
12.42	1.82
12.45	1.82
12.47	1.82
12.5	1.86
12.52	1.86
12.55	1.88
12.57	1.88
12.6	1.9
12.62	1.93
12.64	1.95
12.67	1.93
12.69	1.94
12.72	1.93
12.74	1.94
12.77	1.94
12.79	1.95
12.82	1.95
12.84	1.96
12.86	1.96
12.89	2
12.91	2
12.94	2.01
12.96	2.01
12.99	2.02
13.01	2.02
13.04	2.02
13.06	2.01
13.08	2.02
13.11	2.01
13.13	2.02
13.16	2.03
13.18	2.02
13.21	2.01
13.23	2.04
13.26	2.04
13.28	2.05
13.3	2.05
13.33	2.04
13.35	2.07
13.38	2.07
13.4	2.04
13.43	2.04
13.45	2.02
13.47	2.01
13.5	2.01
13.52	1.99
13.55	2
13.57	1.99
13.6	1.98
13.62	2.01
13.65	2
13.67	1.99
13.69	1.99
13.72	1.98
13.74	1.98
13.77	1.98
13.79	1.96
13.82	1.95
13.84	1.95
13.87	1.94
13.89	1.94
13.91	1.91
13.94	1.9
13.96	1.91
13.99	1.91
14.01	1.9
14.04	1.9
14.06	1.88
14.09	1.91
14.11	1.9
14.13	1.88
14.16	1.87
14.18	1.85
14.21	1.84
14.23	1.84
14.26	1.81
14.28	1.81
14.31	1.8
14.33	1.8
14.35	1.81
14.38	1.8
14.4	1.79
14.43	1.79
14.45	1.77
14.48	1.77
14.5	1.76
14.52	1.75
14.55	1.74
14.57	1.74
14.6	1.72
14.62	1.73
14.65	1.73
14.67	1.73
14.7	1.72
14.72	1.72
14.74	1.72
14.77	1.72
14.79	1.72
14.82	1.73
14.84	1.73
14.87	1.73
14.89	1.73
14.92	1.71
14.94	1.72
14.96	1.72
14.99	1.7
15.01	1.71
15.04	1.71
15.06	1.7
15.09	1.73
15.11	1.73
15.14	1.74
15.16	1.75
15.18	1.75
15.21	1.76
15.23	1.78
15.26	1.78
15.28	1.79
15.31	1.79
15.33	1.8
15.36	1.81
15.38	1.81
15.4	1.82
15.43	1.83
15.45	1.84
15.48	1.87
15.5	1.88
15.53	1.91
15.55	1.94
15.57	1.97
15.6	1.98
15.62	2.01
15.65	1.99
15.67	2.02
15.7	2.03
15.72	2.04
15.75	2.05
15.77	2.08
15.79	2.1
15.82	2.17
15.84	2.19
15.87	2.22
15.89	2.25
15.92	2.29
15.94	2.32
15.97	2.36
15.99	2.37
16.01	2.42
16.04	2.43
16.06	2.47
16.09	2.51
16.11	2.55
16.14	2.59
